id,parent_id,title,cited,authors,publishers,snippet,link,link_to_citers
1,-1,Marine mammal sound classification based on a parallel recognition model and octave analysis,26,FR González,"Hernández, LP Sánchez,Fernández… , Applied Acoustics, 2017 , Elsevier","… Automatic classification of marine mammal sounds is perhaps the most challenging task in 
the field of animal … architectures for automatic classification of eleven marine mammal species …",https://www.sciencedirect.com/science/article/pii/S0003682X16305254,"https://scholar.google.com/scholar?cites=5684299814673234470&as_sdt=2005&sciodt=0,5&hl=en"
2,-1,Detection and classification of marine mammal sounds using AlexNet with transfer learning,5,"T Lu, B Han, F Yu "," Ecological Informatics, 2021 , Elsevier","… the automatic detection and classification of different marine … classification of three marine 
mammal sounds was discussed in … acoustic signals of marine mammals into a computer vision-…",https://www.sciencedirect.com/science/article/pii/S1574954121000686,"https://scholar.google.com/scholar?cites=3834605373536802343&as_sdt=2005&sciodt=0,5&hl=en"
3,-1,Hidden Markov and Gaussian mixture models for automatic call classification,75,"JC Brown, P Smaragdis "," The Journal of the Acoustical Society of …, 2009 , asa.scitation.org","… The automatic classification of marine mammal sounds is very … “Automated recognition of 
bird song elements from … dynamic time warping for automated recognition of bird song elements …",https://asa.scitation.org/doi/abs/10.1121/1.3124659,"https://scholar.google.com/scholar?cites=4297878755876748079&as_sdt=2005&sciodt=0,5&hl=en"
4,-1,A tristimulus-formant model for automatic recognition of call types of laying hens,2,"X Du, G Teng, C Wang, L Carpentier… "," Computers and Electronics …, 2021 , Elsevier","… their animal husbandry practices. In this study, we focus on the vocalisation bio-responses 
of birds and specifically develop a sound recognition technique for continuous and automatic …",https://www.sciencedirect.com/science/article/pii/S0168169921002386,"https://scholar.google.com/scholar?cites=14466519700055465098&as_sdt=2005&sciodt=0,5&hl=en"
5,-1,Seasonal variation of captive meagre acoustic signalling: a manual and automatic recognition approach,14,"M Vieira, BP Pereira, P Pousão","Ferreira, PJ Fonseca… , Fishes, 2019 , mdpi.com","… Table 1 refers to examples of automatic recognition systems for calls of different marine … 
1, 2 and 3 pulse calls were joined into a single category. Our automatic recognition system had …",https://www.mdpi.com/448280,"https://scholar.google.com/scholar?cites=2301541324142681023&as_sdt=2005&sciodt=0,5&hl=en"
6,-1,Classification of mysticete sounds using machine learning techniques,32,"XC Halkias, S Paris, H Glotin "," The Journal of the Acoustical Society …, 2013 , asa.scitation.org","… Automatic classification of marine mammal sounds remains a challenging task in the … 
Simard, “ Automatic recognition of fin and blue whale calls for real-time monitoring in the St. …",https://asa.scitation.org/doi/abs/10.1121/1.4821203,"https://scholar.google.com/scholar?cites=11074707504362559408&as_sdt=2005&sciodt=0,5&hl=en"
7,-1,Fuzzy-ChOA: an improved chimp optimization algorithm for marine mammal classification using artificial neural network,,"A Saffari, M Khishe, SH Zahiri "," Analog Integrated Circuits and Signal …, 2022 , Springer","… Recognition and classification of marine mammals using … In this regard, we collect underwater 
marine mammals sounds … in automatic recognition and classification of marine mammals …",https://link.springer.com/article/10.1007/s10470-022-02014-1,
8,-1,Performance metrics for marine mammal signal detection and classification,1,"JA Hildebrand, KE Frasier, TA Helble… "," The Journal of the …, 2022 , asa.scitation.org","… for studying automatic recognition of marine mammal sounds,… for known marine mammal 
sounds, present in realistic ocean … the marine mammal sounds and the background ocean noise…",https://asa.scitation.org/doi/abs/10.1121/10.0009270,"https://scholar.google.com/scholar?cites=2731929276479161825&as_sdt=2005&sciodt=0,5&hl=en"
9,-1,Overview of the 2005 workshop on detection and localization of marine mammals using passive acoustics,23,"O Adam, JF Motsch, F Desharnais, N DiMarzio… "," Applied Acoustics, 2006 , Elsevier","… Mellinger and Clark [7] describe MobySound: a reference archive for studying automatic 
recognition of marine mammal sounds. MobySound addresses some of the difficulties of …",https://www.sciencedirect.com/science/article/pii/S0003682X06001216,"https://scholar.google.com/scholar?cites=283902729433736087&as_sdt=2005&sciodt=0,5&hl=en"
10,-1,Marine mammals classification using acoustic binary patterns,1,"M Nadir, SM Adnan, A Sumair… "," Archives of Acoustics, 2020 , acoustics.ippt.gov.pl","… In this study, acoustic marine mammal classification is … to identify different classes of 
mammal sounds. Classification of six … To overcome this problem automatic recognition methods …",https://acoustics.ippt.gov.pl/index.php/aa/article/view/2625,"https://scholar.google.com/scholar?cites=17128343991825461691&as_sdt=2005&sciodt=0,5&hl=en"
11,-1,MobySound: A reference archive for studying automatic recognition of marine mammal sounds,78,"DK Mellinger, CW Clark "," Applied Acoustics, 2006 , Elsevier","… on automatic recognition of marine mammal sounds. The … to recorded sounds from a variety 
of marine species, sounds that can … sound-recognition methods on a common set of sounds, …",https://www.sciencedirect.com/science/article/pii/S0003682X06001356,"https://scholar.google.com/scholar?cites=4313400817026879215&as_sdt=2005&sciodt=0,5&hl=en"
12,-1,A time-frequency perceptual feature for classification of marine mammal sounds,5,"Y Ma, K Chen "," 2008 9th International Conference on Signal …, 2008 , ieeexplore.ieee.org","… The automatic recognition of marine mammal sounds is an … The key part of automatic 
recognition of underwater acoustic … human listeners in sound events classification suggests that …",https://ieeexplore.ieee.org/abstract/document/4697734/,"https://scholar.google.com/scholar?cites=15637037485562925731&as_sdt=2005&sciodt=0,5&hl=en"
13,-1,Methods for automatic detection of mysticete sounds,102,"DK Mellinger, CW Clark "," Marine & Freshwater Behaviour & Phy, 1997 , Taylor & Francis","… Methods for the automatic recognition of low-frequency sounds of baleen whales are presented. 
Matched filtering is implemented with a synthetic filter kernel derived from measure…",https://www.tandfonline.com/doi/abs/10.1080/10236249709379005,"https://scholar.google.com/scholar?cites=14118046624304302964&as_sdt=2005&sciodt=0,5&hl=en"
14,-1,Automatic recognition of fin and blue whale calls for real-time monitoring in the St. Lawrence,45,"X Mouy, M Bahoura, Y Simard "," … Journal of the Acoustical Society of …, 2009 , asa.scitation.org","… method has a promising potential for the recognition of marine mammal calls. Its performance 
is still slightly lower than the classical approach for the stereotyped calls; however, several …",https://asa.scitation.org/doi/abs/10.1121/1.3257588,"https://scholar.google.com/scholar?cites=10774117214654604670&as_sdt=2005&sciodt=0,5&hl=en"
15,-1,Recognizing transient low-frequency whale sounds by spectrogram correlation,335,"DK Mellinger, CW Clark "," The Journal of the Acoustical Society of …, 2000 , asa.scitation.org","… for the automatic recognition of transient animal sounds. Automatic recognition can be used 
in wild animal research, … , and most other marine mammal sounds. A few bearded seal …",https://asa.scitation.org/doi/abs/10.1121/1.429434,"https://scholar.google.com/scholar?cites=7774906410188596645&as_sdt=2005&sciodt=0,5&hl=en"
16,-1,Automatic recognition of harmonic bird sounds using a frequency track extraction algorithm,26,"JR Heller, JD Pinezich "," The Journal of the Acoustical Society of …, 2008 , asa.scitation.org","… automatic recognition of … Watkins, “Marine animal sound classification,” Technical Report 
13, Woods Hole Oceanographic Institution, Woods Hole, MA, 1994. on marine mammal sound …",https://asa.scitation.org/doi/abs/10.1121/1.2950085,"https://scholar.google.com/scholar?cites=18258110680201967776&as_sdt=2005&sciodt=0,5&hl=en"
17,-1,A review of current marine mammal detection and classification algorithms for use in automated passive acoustic monitoring,53,"M Bittle, A Duncan "," Proceedings of Acoustics, 2013 , Citeseer","… Discussion of these algorithms is preceded by a short overview of marine mammal sounds 
and a discussion of signal flow in PAM systems. The review is roughly structured into four …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1038.4943&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=15272561575058455716&as_sdt=2005&sciodt=0,5&hl=en"
18,-1,Automated segmentation of linear time-frequency representations of marine-mammal sounds,18,"F Dadouchi, C Gervaise, C Ioana… "," The Journal of the …, 2013 , asa.scitation.org","… Many marine mammals … these sounds offers various applications, which include recognition, 
localization, and density estimation. This study introduces a low parameterized automated …",https://asa.scitation.org/doi/abs/10.1121/1.4816579,"https://scholar.google.com/scholar?cites=870444427335185283&as_sdt=2005&sciodt=0,5&hl=en"
19,-1,Real-time identification of marine mammal calls based on convolutional neural networks,,"D Duan, L Lü, Y Jiang, Z Liu, C Yang, J Guo, X Wang "," Applied Acoustics, 2022 , Elsevier","… populations over large spatial and temporal scales, development of methods to automatically 
detect marine mammal sounds is a growing field of research. Many methods have been …",https://www.sciencedirect.com/science/article/pii/S0003682X22001293,
20,-1,Automatic detection of marine mammals using information entropy,47,"C Erbe, AR King "," The Journal of the Acoustical Society of America, 2008 , asa.scitation.org","… This article presented a method for automatic detection of marine mammal sounds in large 
… Automatic recognition or identification algorithms could then search for particular species or …",https://asa.scitation.org/doi/abs/10.1121/1.2982368,"https://scholar.google.com/scholar?cites=4799356757437464340&as_sdt=2005&sciodt=0,5&hl=en"
21,-1,"Underwater transient signal processing: marine mammal identification, localization, and source signal deconvolution",15,ZH Michalopoulou ," … Acoustics, Speech, and Signal Processing, 1997 , ieeexplore.ieee.org","… In summary, performing marine mammal classification or identification through time-frequency 
domain methodologies, one could select the time dependence of the frequency content as …",https://ieeexplore.ieee.org/abstract/document/599685/,"https://scholar.google.com/scholar?cites=13668043742977801184&as_sdt=2005&sciodt=0,5&hl=en"
22,-1,Passive acoustic tomography: new concepts and applications using marine mammals: a review,41,"C Gervaise, S Vallez, C Ioana, Y Stéphan… "," Journal of the Marine …, 2007 , cambridge.org","… a difficult technique requiring substantial effort in signal processing to tackle the unknowns 
of … knowledge about the source, signal processing and measurement system requirements. …",https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/passive-acoustic-tomography-new-concepts-and-applications-using-marine-mammals-a-review/C8A444A191290062B53A4ADDA6D43856,"https://scholar.google.com/scholar?cites=12445333709705629755&as_sdt=2005&sciodt=0,5&hl=en"
23,-1,Signal Processing: Passive Acoustic in Fisheries and Marine Mammals,7,"ZM Lubis, M Mujahid, MS Harahap… "," J Biosens …, 2016 , researchgate.net","… Passive acoustic methods used to monitor marine mammal belonging to [2]. In general, 
the signal obtained from the sound recording valuable animals are so weak that require …",https://www.researchgate.net/profile/Muhammad-Zainuddin-Lubis/publication/303843484_Signal_Processing_Passive_Acoustic_in_Fisheries_and_Marine_Mammals/links/5abdec850f7e9bfc0457dd8c/Signal-Processing-Passive-Acoustic-in-Fisheries-and-Marine-Mammals.pdf,"https://scholar.google.com/scholar?cites=10202455044772661911&as_sdt=2005&sciodt=0,5&hl=en"
24,-1,Communication masking in marine mammals: A review and research strategy,297,"C Erbe, C Reichmuth, K Cunningham, K Lucke… "," Marine pollution …, 2016 , Elsevier","… the way in which marine mammals receive acoustic signals (ie, … ), but less so in marine 
mammals. Anthropogenic underwater … in marine mammals, summarise data on marine mammal …",https://www.sciencedirect.com/science/article/pii/S0025326X15302125,"https://scholar.google.com/scholar?cites=10436088473264348238&as_sdt=2005&sciodt=0,5&hl=en"
25,-1,Marine mammals and noise,2842,"WJ Richardson, CR Greene Jr, CI Malme, DH Thomson "," 2013 , books.google.com","… has the potential"" to (A) ""injure a marine mammal or marine mammal stock in the wild"", or 
(B) ""disturb a marine mammal or marine mammal stock in the wild by causing disruption of …",https://books.google.com/books?hl=en&lr=&id=j6bYBAAAQBAJ&oi=fnd&pg=PP1&dq=signal+processing+marine+mammals&ots=BbRrzhfwY8&sig=d1nKwCLQNjuAMwVVk_kI2hGs-Qk,"https://scholar.google.com/scholar?cites=13677807500080340015&as_sdt=2005&sciodt=0,5&hl=en"
26,-1,Advantages of the Hilbert Huang transform for marine mammals signals analysis,42,O Adam ," The Journal of the Acoustical Society of America, 2006 , asa.scitation.org","… by marine mammals. Our aim is not to generalize the results of this approach when applied 
to the emitted signals of all marine mammals but, … Different signal processing approaches are …",https://asa.scitation.org/doi/abs/10.1121/1.2354003,"https://scholar.google.com/scholar?cites=6988245525899707614&as_sdt=2005&sciodt=0,5&hl=en"
27,-1,On the use of time-frequency warping operators for analysis of marine-mammal signals,19,"C Ioana, A Quinquis "," … , Speech, and Signal Processing, 2004 , ieeexplore.ieee.org","… of the marine-mammal signals are … for marine-mammal signal characterization. More precisely, 
many warping operators will be used to “linearize” the time-frequency content of the signal…",https://ieeexplore.ieee.org/abstract/document/1326330/,"https://scholar.google.com/scholar?cites=491954150468072479&as_sdt=2005&sciodt=0,5&hl=en"
28,-1,New algorithms for open ocean marine mammal monitoring,26,"J Ward, M Fitzpatrick, N DiMarzio… "," OCEANS 2000 MTS …, 2000 , ieeexplore.ieee.org","… range and signal processing hardware with state of the art passive marine mammal detection, 
… the data collected by the ongoing marine mammal monitoring program. Undersea range …",https://ieeexplore.ieee.org/abstract/document/882193/,"https://scholar.google.com/scholar?cites=279349677754726519&as_sdt=2005&sciodt=0,5&hl=en"
29,-1,A review of current marine mammal detection and classification algorithms for use in automated passive acoustic monitoring,53,"M Bittle, A Duncan "," Proceedings of Acoustics, 2013 , Citeseer","… The detection and classification of marine mammal vocalisations is an important component 
in … Many signal processing algorithms to automate this process have been produced with …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1038.4943&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=15272561575058455716&as_sdt=2005&sciodt=0,5&hl=en"
30,-1,Automatic detection of marine mammals using information entropy,47,"C Erbe, AR King "," The Journal of the Acoustical Society of America, 2008 , asa.scitation.org","… This article describes an automatic detector for marine mammal vocalizations. Even though 
… any type of call by a diversity of marine mammal species still poses quite a challenge—and …",https://asa.scitation.org/doi/abs/10.1121/1.2982368,"https://scholar.google.com/scholar?cites=4799356757437464340&as_sdt=2005&sciodt=0,5&hl=en"
31,-1,Marine mammal sound classification based on a parallel recognition model and octave analysis,26,FR González,"Hernández, LP Sánchez,Fernández… , Applied Acoustics, 2017 , Elsevier","… the marine ecosystem. In this work, a new computational model for marine mammals classification 
… The feature extraction is performed using 1/6 octave analysis and the classification is …",https://www.sciencedirect.com/science/article/pii/S0003682X16305254,"https://scholar.google.com/scholar?cites=5684299814673234470&as_sdt=2005&sciodt=0,5&hl=en"
32,-1,Detection and classification of marine mammal sounds using AlexNet with transfer learning,5,"T Lu, B Han, F Yu "," Ecological Informatics, 2021 , Elsevier","… extraction method for marine mammal sound classification. … and classification of three 
marine mammal sounds was … of marine mammals into a computer vision-based classification …",https://www.sciencedirect.com/science/article/pii/S1574954121000686,"https://scholar.google.com/scholar?cites=3834605373536802343&as_sdt=2005&sciodt=0,5&hl=en"
33,-1,MobySound: A reference archive for studying automatic recognition of marine mammal sounds,78,"DK Mellinger, CW Clark "," Applied Acoustics, 2006 , Elsevier","… The MobySound marine mammal sound archive is a resource made available to aid research 
on the detection and classification of marine mammal sounds. In particular, it is intended to …",https://www.sciencedirect.com/science/article/pii/S0003682X06001356,"https://scholar.google.com/scholar?cites=4313400817026879215&as_sdt=2005&sciodt=0,5&hl=en"
34,-1,Marine Animal Sound Classification.,60,"KM Fristrup, WA Watkins "," 1993 , apps.dtic.mil","… Marine mammal sounds exhibit distinctive features associated with species (op. cit), 
individual identity (Caldwell, Caldwell and Tyack 1990), and certain behaviors . These features …",https://apps.dtic.mil/sti/citations/ADA289294,"https://scholar.google.com/scholar?cites=15835728078097960778&as_sdt=2005&sciodt=0,5&hl=en"
35,-1,Classification by multiple-resolution statistical analysis with application to automated recognition of marine mammal sounds,11,TJ Hayward ," The Journal of the Acoustical Society of America, 1997 , asa.scitation.org","… automated recognition of some marine mammal sounds. The classification of a new sample 
… belonging to the same ‘‘class’’ of sounds. In the pattern recognition literature, this procedure …",https://asa.scitation.org/doi/abs/10.1121/1.418106,"https://scholar.google.com/scholar?cites=265382692262942764&as_sdt=2005&sciodt=0,5&hl=en"
36,-1,Detection and classification of marine mammal sounds,6,M Esfahanian ," 2014 , search.proquest.com","Ocean is home to a large population of marine mammals such as dolphins and whales and 
concerns over anthropogenic activities in the regions close to their habitants have been …",https://search.proquest.com/openview/a2f3221ef78f6a7975f11e29d3eb7de6/1?pq-origsite=gscholar&cbl=18750,"https://scholar.google.com/scholar?cites=1583106121421596995&as_sdt=2005&sciodt=0,5&hl=en"
37,-1,A time-frequency perceptual feature for classification of marine mammal sounds,5,"Y Ma, K Chen "," 2008 9th International Conference on Signal …, 2008 , ieeexplore.ieee.org","… loudness of marine mammals sound is investigated in this paper. Because marine animal 
vocalization is dependent strongly on time, traditional auditory model for steady sound cannot …",https://ieeexplore.ieee.org/abstract/document/4697734/,"https://scholar.google.com/scholar?cites=15637037485562925731&as_sdt=2005&sciodt=0,5&hl=en"
38,-1,Acoustic measurement of marine mammal sounds in noisy environments,42,"DK Mellinger, JW Bradbury "," Proceedings of the International …, 2007 , pmel.noaa.gov","… Here we describe a set of features, or measurements, of marine animal sounds that allow 
an archivist to characterize the sounds in a marine (or terrestrial) recording. These features, …","ftp://ftp.pmel.noaa.gov/newport/mellinger/papers/Mellinger+Bradbury07-BioacousticMeasurementInNoise-UAM,Crete.pdf","https://scholar.google.com/scholar?cites=14276093675854225005&as_sdt=2005&sciodt=0,5&hl=en"
39,-1,A review of current marine mammal detection and classification algorithms for use in automated passive acoustic monitoring,53,"M Bittle, A Duncan "," Proceedings of Acoustics, 2013 , Citeseer","… Discussion of these algorithms is preceded by a short overview of marine mammal sounds 
and a discussion of signal flow in PAM systems. The review is roughly structured into four …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1038.4943&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=15272561575058455716&as_sdt=2005&sciodt=0,5&hl=en"
40,-1,Domestic cat sound classification using transfer learning,29,"YR Pandeya, J Lee "," International Journal of Fuzzy Logic and Intelligent …, 2018 , ijfis.org","… [1, 2] and animal population identification based on their sound characteristics [3]. The 
marine mammal sound classification and its impact on marine life is studied on [4, 5]. Several …",https://www.ijfis.org/journal/view.html?uid=827&&vmd=Full,"https://scholar.google.com/scholar?cites=18153692473462154024&as_sdt=2005&sciodt=0,5&hl=en"
41,-1,Diverse ocean noise classification using deep learning,5,"B Mishachandar, S Vairamuthu "," Applied Acoustics, 2021 , Elsevier","… demands the intervention of automated recognition and classification systems combined … 
of the diverse ocean noises. High peaks or strong vocal patterns from marine mammals calls to …",https://www.sciencedirect.com/science/article/pii/S0003682X21002358,"https://scholar.google.com/scholar?cites=11641111117910868863&as_sdt=2005&sciodt=0,5&hl=en"
42,-1,"A novel image-processing based method for the automatic detection, extraction and characterization of marine mammal tonal calls",11,A Sánchez,"García, P Muñoz,Esparza… , Journal of the Marine …, 2010 , cambridge.org","… analysis to be able to recognize marine mammal sounds makes automatic call detection 
a very attractive option. Furthermore, automatic systems are less subjective than humans. …",https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/novel-imageprocessing-based-method-for-the-automatic-detection-extraction-and-characterization-of-marine-mammal-tonal-calls/77CB01E0B9601D2A42FE1790EFCB84DF,"https://scholar.google.com/scholar?cites=6141404646598119781&as_sdt=2005&sciodt=0,5&hl=en"
43,-1,Detecting bird sounds in a complex acoustic environment and application to bioacoustic monitoring,341,"R Bardeli, D Wolff, F Kurth, M Koch, KH Tauchert… "," Pattern Recognition …, 2010 , Elsevier","… recognition by sound are birds. But a lot of other species have also been subject to efforts in 
automated recognition… and Chesmore, 2007), marine mammals like whales and dolphins (…",https://www.sciencedirect.com/science/article/pii/S0167865509002487,"https://scholar.google.com/scholar?cites=4921326843256545702&as_sdt=2005&sciodt=0,5&hl=en"
44,-1,Marine mammal call discrimination using artificial neural networks,101,"JR Potter, DK Mellinger, CW Clark "," The Journal of the Acoustical …, 1994 , asa.scitation.org","… such as a wavelet transform would approximate mammal hearing even better. In examining 
animal calls (including human speech), spectrograms have traditionally been the visu…",https://asa.scitation.org/doi/abs/10.1121/1.410274,"https://scholar.google.com/scholar?cites=9741345375787827147&as_sdt=2005&sciodt=0,5&hl=en"
45,-1,SEASONAL OCCURRENCE OF NORTH ATLANTIC RIGHT WHALE (EUBALAENA GLACIALIS) VOCALIZATIONS AT TWO SITES ON THE SCOTIAN SHELF,115,"DK Mellinger, SL Nieukirk, H Matsumoto… "," Marine Mammal …, 2007 , Wiley Online Library","… sound continuously from July 2004 to August 2005. Right whale contact calls (upcalls) were 
identified using automatic recognition … hours with calls at the western site as the central one. …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-7692.2007.00144.x,"https://scholar.google.com/scholar?cites=4172289187371300948&as_sdt=2005&sciodt=0,5&hl=en"
46,-1,Notice of Retraction: The Study on Classification for Marine Mammal Based on Time-Frequency Perception,,"ZG Xie, Y Zhou "," 2010 4th International Conference on …, 2010 , ieeexplore.ieee.org","… The automatic recognition of marine mammal sounds is an … The key part of automatic 
recognition of underwater acoustic … human listeners in sound events classification suggests that …",https://ieeexplore.ieee.org/abstract/document/5515744/,
47,-1,Detection and classification of marine mammal sounds,6,M Esfahanian ," 2014 , search.proquest.com","… is to investigate methods that automatically detect and classify vocalization patterns of marine 
mammals. The first work performed is the classification of bottlenose dolphin calls by type. …",https://search.proquest.com/openview/a2f3221ef78f6a7975f11e29d3eb7de6/1?pq-origsite=gscholar&cbl=18750,"https://scholar.google.com/scholar?cites=1583106121421596995&as_sdt=2005&sciodt=0,5&hl=en"
48,-1,Deep neural networks for automated detection of marine mammal species,74,"Y Shiu, KJ Palmer, MA Roch, E Fleishman, X Liu… "," Scientific reports, 2020 , nature.com","… In addition, anthropogenic underwater sounds may increase levels of stress in marine 
mammals, including right whales 49 , and decrease their ability to communicate with conspecifics, …",https://www.nature.com/articles/s41598-020-57549-y,"https://scholar.google.com/scholar?cites=2670326970791237574&as_sdt=2005&sciodt=0,5&hl=en"
49,-1,Improve automatic detection of animal call sequences with temporal context,4,"S Madhusudhana, Y Shiu, H Klinck… "," Journal of the …, 2021 , royalsocietypublishing.org","… automatic recognition performance by using the temporal context inherent in song. The ability 
to accurately detect sequences of calls … 2019Marine mammal species classification using …",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2021.0297,"https://scholar.google.com/scholar?cites=14976196016668144632&as_sdt=2005&sciodt=0,5&hl=en"
50,-1,Monitoring ship noise to assess the impact of coastal developments on marine mammals,168,"ND Merchant, E Pirotta, TR Barton… "," Marine Pollution Bulletin, 2014 , Elsevier","… methods for ship noise monitoring by combining Automatic Identification System (AIS) ship-… 
below) while also providing recordings of marine mammal sounds up to 192 kHz. Additionally…",https://www.sciencedirect.com/science/article/pii/S0025326X13006802,"https://scholar.google.com/scholar?cites=17482689692109064705&as_sdt=2005&sciodt=0,5&hl=en"
51,-1,DOCC10: Open access dataset of marine mammal transient studies and end-to-end CNN classification,14,"M Ferrari, H Glotin, R Marxer… "," 2020 International Joint …, 2020 , ieeexplore.ieee.org","… ) allows one to convert these 1D signals into images, and use the … Even if this trick is largely 
used in signal processing, it has … signals, we decided to learn directly from the raw signal, …",https://ieeexplore.ieee.org/abstract/document/9207085/,"https://scholar.google.com/scholar?cites=156535590865753079&as_sdt=2005&sciodt=0,5&hl=en"
52,-1,"Underwater Acoustic Signal Processing: Modeling, Detection, and Estimation",52,DA Abraham ," 2019 , books.google.com","… signals; signals of unknown form, including passive sonar and narrowband signals; and 
transient signals such as marine mammal … of underwater acoustic signal processing that speaks …",https://books.google.com/books?hl=en&lr=&id=azuIDwAAQBAJ&oi=fnd&pg=PR9&dq=signal+processing+marine+mammals&ots=d032SSo_x_&sig=VoefIkRcfbD16o8AXvjDFKcE6jc,"https://scholar.google.com/scholar?cites=6553689032690925862&as_sdt=2005&sciodt=0,5&hl=en"
53,-1,Marine mammal species classification using convolutional neural networks and a novel acoustic representation,20,"M Thomas, B Martin, K Kowarski, B Gaudet… "," … European conference on …, 2019 , Springer","… signal processing, is that human analysis of acoustic data is often carried out visually using 
spectrograms as it is faster to visually identify signals … of marine mammal vocalizations within …",https://link.springer.com/chapter/10.1007/978-3-030-46133-1_18,"https://scholar.google.com/scholar?cites=13968293268395939064&as_sdt=2005&sciodt=0,5&hl=en"
54,-1,Passive acoustic detection of marine mammals,12,DA Abraham ," 2000 , openlibrary.cmre.nato.int","… Specifically, the automatic detection algorithm used to find marine mammal acoustic … 
localization of marine mammals has been described, detailing the signal processing and analysis …",https://openlibrary.cmre.nato.int/bitstream/handle/20.500.12489/557/SM-351-UU.pdf?sequence=1,"https://scholar.google.com/scholar?cites=17145309684716756947&as_sdt=2005&sciodt=0,5&hl=en"
55,-1,Overview of the 2005 workshop on detection and localization of marine mammals using passive acoustics,23,"O Adam, JF Motsch, F Desharnais, N DiMarzio… "," Applied Acoustics, 2006 , Elsevier","… to detect sounds emitted by marine mammals either in continuous recordings or in … signals, 
different signal processing approaches for real-time detection of vocalizing marine mammals, …",https://www.sciencedirect.com/science/article/pii/S0003682X06001216,"https://scholar.google.com/scholar?cites=283902729433736087&as_sdt=2005&sciodt=0,5&hl=en"
56,-1,… comparative aspects of auditory brainstem cytoarchitecture in echolocating mammals: Speculations on the morphological basis of time-domain signal processing,22,"JM Zook, MS Jacobs, I Glezer, PJ Morgane "," Animal Sonar, 1988 , Springer","… In this nucleus in bats as well as some other mammalian species one finds a distinctive … A 
potentially homologous cell group is present in the marine mammals examined (Fig. H). Similar…",https://link.springer.com/chapter/10.1007/978-1-4684-7493-0_33,"https://scholar.google.com/scholar?cites=16194882961261209381&as_sdt=2005&sciodt=0,5&hl=en"
57,-1,Deep neural networks for automated detection of marine mammal species,74,"Y Shiu, KJ Palmer, MA Roch, E Fleishman, X Liu… "," Scientific reports, 2020 , nature.com","… The same signal processing chain was used to create spectrograms for the Kaggle data 
except the random selection of negative examples. The negative examples of Kaggle data are …",https://www.nature.com/articles/s41598-020-57549-y,"https://scholar.google.com/scholar?cites=2670326970791237574&as_sdt=2005&sciodt=0,5&hl=en"
58,-1,"Icebreaker noise in Lancaster Sound, NWT, Canada: Implications for marine mammal behavior",60,"SE Cosens, LP Dueck "," Marine Mammal Science, 1993 , Wiley Online Library","… processed with an Engineering Design signal processing software system called SIGNAL M. 
… by a Dolch 386 and SIGNAL M was upgraded to SIGNAL. Acoustic data were transferred to …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-7692.1993.tb00456.x,"https://scholar.google.com/scholar?cites=12842967040098144586&as_sdt=2005&sciodt=0,5&hl=en"
59,-1,Marine mammal sensory systems,314,"D Wartzok, DR Ketten "," Biology of marine mammals, 1999 , books.google.com","… Thus, in both the eye and ear, the signal goes through a minimum of three and as many 
as five layers of signal processing before it is transformed into a neural impulse. …",https://books.google.com/books?hl=en&lr=&id=38JvDwAAQBAJ&oi=fnd&pg=PA117&dq=signal+processing+marine+mammals&ots=3U3Vs1fkp2&sig=0bgP1lopsmVqMQ7awsEFGHxDzEA,"https://scholar.google.com/scholar?cites=14174101184979253087&as_sdt=2005&sciodt=0,5&hl=en"
60,-1,The Delphinus array for passive marine mammal detection,6,MK Sheldon,"Robert, SP Beerens, FPA Lam , 2008 , narcis.nl","… Therefore at TNO a dedicated passive towed hydrophone array system for marine mammal 
… -time signal processing and monitoring is implemented on standard PCs. The processing …",https://www.narcis.nl/publication/RecordID/oai:tudelft.nl:uuid%3A6d8d63ad-ed5b-496e-871b-cb851240346f,"https://scholar.google.com/scholar?cites=8185022239304649575&as_sdt=2005&sciodt=0,5&hl=en"
61,6,Machine learning in acoustics: Theory and applications,190,"MJ Bianco, P Gerstoft, J Traer, E Ozanich… "," The Journal of the …, 2019 , asa.scitation.org",Acoustic data provide scientific and engineering insights in fields ranging from biology and communications to ocean and Earth science. We survey the recent advances and …,https://asa.scitation.org/doi/abs/10.1121/1.5133944,"https://scholar.google.com/scholar?cites=12295288258658186376&as_sdt=2005&sciodt=0,5&hl=en"
62,6,Automatic classification of a taxon-rich community recorded in the wild,76,I Potamitis ," PloS one, 2014 , journals.plos.org",There is a rich literature on automatic species identification of a specific target taxon as regards various vocalizing animals. Research usually is restricted to specific species–in …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0096936,"https://scholar.google.com/scholar?cites=15259715190028378171&as_sdt=2005&sciodt=0,5&hl=en"
